Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2014,25031,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.484
2014,25031,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.484
2014,25031,030880000,VILLAGE OF   NORTHFIELD,0.825,8.484
2014,25031,040110000,SCHOOL DISTRICT  29,3.068,8.484
2014,25031,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL  203,2.268,8.484
2014,25031,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.484
2014,25031,050400000,GLENVIEW PARK DISTRICT,0.661,8.484
2014,25031,060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,0.233,8.484
2014,25031,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.484
2014,25031,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.484
2014,25032,010010000,COUNTY OF COOK,0.568,8.304
2014,25032,010010001,CONSOLIDATED ELECTIONS,0.000,8.304
2014,25032,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.304
2014,25032,020160000,TOWN   NORTHFIELD,0.032,8.304
2014,25032,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.304
2014,25032,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.304
2014,25032,030870000,VILLAGE OF   NORTHBROOK,0.605,8.304
2014,25032,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.304
2014,25032,040100000,SCHOOL DISTRICT  28,3.009,8.304
2014,25032,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.304
2014,25032,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.304
2014,25032,050710000,NORTHBROOK PARK DISTRICT,0.537,8.304
2014,25032,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.304
2014,25032,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.304
2014,25033,010010000,COUNTY OF COOK,0.568,8.569
2014,25033,010010001,CONSOLIDATED ELECTIONS,0.000,8.569
2014,25033,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.569
2014,25033,020160000,TOWN   NORTHFIELD,0.032,8.569
2014,25033,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.569
2014,25033,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.569
2014,25033,030870000,VILLAGE OF   NORTHBROOK,0.605,8.569
2014,25033,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.569
2014,25033,040120000,SCHOOL DISTRICT  30,3.272,8.569
2014,25033,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.569
2014,25033,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.569
2014,25033,050710000,NORTHBROOK PARK DISTRICT,0.537,8.569
2014,25033,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.569
2014,25033,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.013,8.569
2014,25035,010010000,COUNTY OF COOK,0.568,8.352
2014,25035,010010001,CONSOLIDATED ELECTIONS,0.000,8.352
2014,25035,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.352
2014,25035,020160000,TOWN   NORTHFIELD,0.032,8.352
2014,25035,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.352
2014,25035,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.352
2014,25035,030870000,VILLAGE OF   NORTHBROOK,0.605,8.352
2014,25035,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.352
2014,25035,040100000,SCHOOL DISTRICT  28,3.009,8.352
2014,25035,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.352
2014,25035,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.352
2014,25035,050710000,NORTHBROOK PARK DISTRICT,0.537,8.352
2014,25035,080110000,GLENBROOK SANITARY DISTRICT,0.037,8.352
2014,25035,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.352
2014,25035,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.352
2014,25035,130030000,UNION DRAINAGE DISTRICT NO. 1,0.011,8.352
2014,25037,010010000,COUNTY OF COOK,0.568,8.567
2014,25037,010010001,CONSOLIDATED ELECTIONS,0.000,8.567
2014,25037,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.567
2014,25037,020160000,TOWN   NORTHFIELD,0.032,8.567
2014,25037,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.567
2014,25037,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.567
2014,25037,030870000,VILLAGE OF   NORTHBROOK,0.605,8.567
2014,25037,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.567
2014,25037,040120000,SCHOOL DISTRICT  30,3.272,8.567
2014,25037,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.567
2014,25037,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.567
2014,25037,050710000,NORTHBROOK PARK DISTRICT,0.537,8.567
2014,25037,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.567
2014,25037,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.567
2014,25038,010010000,COUNTY OF COOK,0.568,8.578
2014,25038,010010001,CONSOLIDATED ELECTIONS,0.000,8.578
2014,25038,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.578
2014,25038,020160000,TOWN   NORTHFIELD,0.032,8.578
2014,25038,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.578
2014,25038,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.578
2014,25038,030470000,VILLAGE OF   GLENVIEW,0.554,8.578
2014,25038,030470001,VILLAGE OF GLENVIEW LIBRARY FUND,0.394,8.578
2014,25038,040140000,SCHOOL DISTRICT C C  34,3.173,8.578
2014,25038,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.578
2014,25038,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.578
2014,25038,050400000,GLENVIEW PARK DISTRICT,0.661,8.578
2014,25038,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.578
2014,25038,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.578
2014,25040,010010000,COUNTY OF COOK,0.568,6.967
2014,25040,010010001,CONSOLIDATED ELECTIONS,0.000,6.967
2014,25040,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,6.967
2014,25040,020160000,TOWN   NORTHFIELD,0.032,6.967
2014,25040,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,6.967
2014,25040,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,6.967
2014,25040,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,6.967
2014,25040,040140000,SCHOOL DISTRICT C C  34,3.173,6.967
2014,25040,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,6.967
2014,25040,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,6.967
2014,25040,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,6.967
2014,25042,010010000,COUNTY OF COOK,0.568,7.981
2014,25042,010010001,CONSOLIDATED ELECTIONS,0.000,7.981
2014,25042,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.981
2014,25042,020160000,TOWN   NORTHFIELD,0.032,7.981
2014,25042,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,7.981
2014,25042,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,7.981
2014,25042,030870000,VILLAGE OF   NORTHBROOK,0.605,7.981
2014,25042,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,7.981
2014,25042,040110000,SCHOOL DISTRICT  29,3.068,7.981
2014,25042,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL  203,2.268,7.981
2014,25042,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,7.981
2014,25042,050720000,NORTHFIELD PARK DISTRICT,0.254,7.981
2014,25042,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,7.981
2014,25042,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,7.981
2014,25043,010010000,COUNTY OF COOK,0.568,7.617
2014,25043,010010001,CONSOLIDATED ELECTIONS,0.000,7.617
2014,25043,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.617
2014,25043,020160000,TOWN   NORTHFIELD,0.032,7.617
2014,25043,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,7.617
2014,25043,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,7.617
2014,25043,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,7.617
2014,25043,040130000,SCHOOL DISTRICT  31,2.911,7.617
2014,25043,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,7.617
2014,25043,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,7.617
2014,25043,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,7.617
2014,25043,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,7.617
2014,25043,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,7.617
2014,25043,080200000,NORTHFIELD WOODS SANITARY DISTRICT,0.099,7.617
2014,25043,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.013,7.617
2014,25050,010010000,COUNTY OF COOK,0.568,7.604
2014,25050,010010001,CONSOLIDATED ELECTIONS,0.000,7.604
2014,25050,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.604
2014,25050,020160000,TOWN   NORTHFIELD,0.032,7.604
2014,25050,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,7.604
2014,25050,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,7.604
2014,25050,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,7.604
2014,25050,040130000,SCHOOL DISTRICT  31,2.911,7.604
2014,25050,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,7.604
2014,25050,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,7.604
2014,25050,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,7.604
2014,25050,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,7.604
2014,25050,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,7.604
2014,25050,080200000,NORTHFIELD WOODS SANITARY DISTRICT,0.099,7.604
2014,25051,010010000,COUNTY OF COOK,0.568,8.061
2014,25051,010010001,CONSOLIDATED ELECTIONS,0.000,8.061
2014,25051,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.061
2014,25051,020160000,TOWN   NORTHFIELD,0.032,8.061
2014,25051,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.061
2014,25051,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.061
2014,25051,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,8.061
2014,25051,040110000,SCHOOL DISTRICT  29,3.068,8.061
2014,25051,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL  203,2.268,8.061
2014,25051,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.061
2014,25051,050720000,NORTHFIELD PARK DISTRICT,0.254,8.061
2014,25051,060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,0.233,8.061
2014,25051,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,8.061
2014,25051,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.061
2014,25051,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.061
2014,25055,010010000,COUNTY OF COOK,0.568,7.518
2014,25055,010010001,CONSOLIDATED ELECTIONS,0.000,7.518
2014,25055,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.518
2014,25055,020160000,TOWN   NORTHFIELD,0.032,7.518
2014,25055,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,7.518
2014,25055,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,7.518
2014,25055,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,7.518
2014,25055,040130000,SCHOOL DISTRICT  31,2.911,7.518
2014,25055,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,7.518
2014,25055,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,7.518
2014,25055,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,7.518
2014,25055,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,7.518
2014,25055,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,7.518
2014,25055,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.013,7.518
2014,25056,010010000,COUNTY OF COOK,0.568,7.600
2014,25056,010010001,CONSOLIDATED ELECTIONS,0.000,7.600
2014,25056,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,7.600
2014,25056,020160000,TOWN   NORTHFIELD,0.032,7.600
2014,25056,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,7.600
2014,25056,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,7.600
2014,25056,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,7.600
2014,25056,040130000,SCHOOL DISTRICT  31,2.911,7.600
2014,25056,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,7.600
2014,25056,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,7.600
2014,25056,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,7.600
2014,25056,070140000,GLENBROOK FIRE DISTRICT,0.796,7.600
2014,25056,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,7.600
2014,25056,080200000,NORTHFIELD WOODS SANITARY DISTRICT,0.099,7.600
2014,25057,010010000,COUNTY OF COOK,0.568,8.523
2014,25057,010010001,CONSOLIDATED ELECTIONS,0.000,8.523
2014,25057,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.523
2014,25057,020160000,TOWN   NORTHFIELD,0.032,8.523
2014,25057,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.523
2014,25057,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.523
2014,25057,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,8.523
2014,25057,040140000,SCHOOL DISTRICT C C  34,3.173,8.523
2014,25057,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.523
2014,25057,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.523
2014,25057,050400000,GLENVIEW PARK DISTRICT,0.661,8.523
2014,25057,070140000,GLENBROOK FIRE DISTRICT,0.796,8.523
2014,25057,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.523
2014,25057,080200000,NORTHFIELD WOODS SANITARY DISTRICT,0.099,8.523
2014,25058,010010000,COUNTY OF COOK,0.568,8.688
2014,25058,010010001,CONSOLIDATED ELECTIONS,0.000,8.688
2014,25058,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.688
2014,25058,020160000,TOWN   NORTHFIELD,0.032,8.688
2014,25058,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.688
2014,25058,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.688
2014,25058,030880000,VILLAGE OF   NORTHFIELD,0.825,8.688
2014,25058,040140000,SCHOOL DISTRICT C C  34,3.173,8.688
2014,25058,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.688
2014,25058,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.688
2014,25058,050400000,GLENVIEW PARK DISTRICT,0.661,8.688
2014,25058,060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,0.233,8.688
2014,25058,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.688
2014,25058,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.688
2014,25059,010010000,COUNTY OF COOK,0.568,8.455
2014,25059,010010001,CONSOLIDATED ELECTIONS,0.000,8.455
2014,25059,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.455
2014,25059,020160000,TOWN   NORTHFIELD,0.032,8.455
2014,25059,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.455
2014,25059,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.455
2014,25059,030880000,VILLAGE OF   NORTHFIELD,0.825,8.455
2014,25059,040140000,SCHOOL DISTRICT C C  34,3.173,8.455
2014,25059,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.455
2014,25059,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.455
2014,25059,050400000,GLENVIEW PARK DISTRICT,0.661,8.455
2014,25059,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.455
2014,25059,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.455
2014,25060,010010000,COUNTY OF COOK,0.568,8.301
2014,25060,010010001,CONSOLIDATED ELECTIONS,0.000,8.301
2014,25060,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.301
2014,25060,020160000,TOWN   NORTHFIELD,0.032,8.301
2014,25060,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.301
2014,25060,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.301
2014,25060,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,8.301
2014,25060,040130000,SCHOOL DISTRICT  31,2.911,8.301
2014,25060,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,8.301
2014,25060,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.301
2014,25060,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.301
2014,25060,070140000,GLENBROOK FIRE DISTRICT,0.796,8.301
2014,25060,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,8.301
2014,25060,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.301
2014,25062,010010000,COUNTY OF COOK,0.568,8.688
2014,25062,010010001,CONSOLIDATED ELECTIONS,0.000,8.688
2014,25062,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.688
2014,25062,020160000,TOWN   NORTHFIELD,0.032,8.688
2014,25062,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.688
2014,25062,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.688
2014,25062,030880000,VILLAGE OF   NORTHFIELD,0.825,8.688
2014,25062,040140000,SCHOOL DISTRICT C C  34,3.173,8.688
2014,25062,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.688
2014,25062,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.688
2014,25062,050400000,GLENVIEW PARK DISTRICT,0.661,8.688
2014,25062,060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,0.233,8.688
2014,25062,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.688
2014,25062,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.688
2014,25068,010010000,COUNTY OF COOK,0.568,9.047
2014,25068,010010001,CONSOLIDATED ELECTIONS,0.000,9.047
2014,25068,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,9.047
2014,25068,020160000,TOWN   NORTHFIELD,0.032,9.047
2014,25068,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,9.047
2014,25068,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,9.047
2014,25068,030280000,VILLAGE OF   DEERFIELD,0.530,9.047
2014,25068,030280001,VILLAGE OF DEERFIELD LIBRARY FUND,0.375,9.047
2014,25068,040100000,SCHOOL DISTRICT  28,3.009,9.047
2014,25068,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,9.047
2014,25068,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,9.047
2014,25068,050710000,NORTHBROOK PARK DISTRICT,0.537,9.047
2014,25068,070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,0.800,9.047
2014,25068,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,9.047
2014,25068,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,9.047
2014,25070,010010000,COUNTY OF COOK,0.568,8.162
2014,25070,010010001,CONSOLIDATED ELECTIONS,0.000,8.162
2014,25070,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.162
2014,25070,020160000,TOWN   NORTHFIELD,0.032,8.162
2014,25070,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.162
2014,25070,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.162
2014,25070,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,8.162
2014,25070,040130000,SCHOOL DISTRICT  31,2.911,8.162
2014,25070,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,8.162
2014,25070,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.162
2014,25070,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.162
2014,25070,050400000,GLENVIEW PARK DISTRICT,0.661,8.162
2014,25070,070140000,GLENBROOK FIRE DISTRICT,0.796,8.162
2014,25070,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.162
2014,25072,010010000,COUNTY OF COOK,0.568,8.534
2014,25072,010010001,CONSOLIDATED ELECTIONS,0.000,8.534
2014,25072,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.534
2014,25072,020160000,TOWN   NORTHFIELD,0.032,8.534
2014,25072,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.534
2014,25072,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.534
2014,25072,020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,0.009,8.534
2014,25072,040120000,SCHOOL DISTRICT  30,3.272,8.534
2014,25072,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.534
2014,25072,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.534
2014,25072,050400000,GLENVIEW PARK DISTRICT,0.661,8.534
2014,25072,070140000,GLENBROOK FIRE DISTRICT,0.796,8.534
2014,25072,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.534
2014,25072,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.534
2014,25073,010010000,COUNTY OF COOK,0.568,8.578
2014,25073,010010001,CONSOLIDATED ELECTIONS,0.000,8.578
2014,25073,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.578
2014,25073,020160000,TOWN   NORTHFIELD,0.032,8.578
2014,25073,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.578
2014,25073,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.578
2014,25073,030470000,VILLAGE OF   GLENVIEW,0.554,8.578
2014,25073,030470001,VILLAGE OF GLENVIEW LIBRARY FUND,0.394,8.578
2014,25073,040140000,SCHOOL DISTRICT C C  34,3.173,8.578
2014,25073,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.578
2014,25073,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.578
2014,25073,050400000,GLENVIEW PARK DISTRICT,0.661,8.578
2014,25073,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.578
2014,25073,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.578
2014,25074,010010000,COUNTY OF COOK,0.568,8.305
2014,25074,010010001,CONSOLIDATED ELECTIONS,0.000,8.305
2014,25074,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.305
2014,25074,020160000,TOWN   NORTHFIELD,0.032,8.305
2014,25074,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.305
2014,25074,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.305
2014,25074,030470000,VILLAGE OF   GLENVIEW,0.554,8.305
2014,25074,030470001,VILLAGE OF GLENVIEW LIBRARY FUND,0.394,8.305
2014,25074,040130000,SCHOOL DISTRICT  31,2.911,8.305
2014,25074,040130010,SCHOOL DISTRICT 31 BOND DEFICIENCY LEVY,0.000,8.305
2014,25074,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.305
2014,25074,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.305
2014,25074,050400000,GLENVIEW PARK DISTRICT,0.661,8.305
2014,25074,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.305
2014,25076,010010000,COUNTY OF COOK,0.568,8.740
2014,25076,010010001,CONSOLIDATED ELECTIONS,0.000,8.740
2014,25076,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.740
2014,25076,020160000,TOWN   NORTHFIELD,0.032,8.740
2014,25076,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.740
2014,25076,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.740
2014,25076,030870000,VILLAGE OF   NORTHBROOK,0.605,8.740
2014,25076,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.740
2014,25076,040090000,SCHOOL DISTRICT  27,3.443,8.740
2014,25076,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.740
2014,25076,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.740
2014,25076,050710000,NORTHBROOK PARK DISTRICT,0.537,8.740
2014,25076,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.740
2014,25076,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.013,8.740
2014,25078,010010000,COUNTY OF COOK,0.568,8.030
2014,25078,010010001,CONSOLIDATED ELECTIONS,0.000,8.030
2014,25078,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.030
2014,25078,020160000,TOWN   NORTHFIELD,0.032,8.030
2014,25078,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.030
2014,25078,020160003,ROAD AND BRIDGE NORTHFIELD,0.054,8.030
2014,25078,030870000,VILLAGE OF   NORTHBROOK,0.605,8.030
2014,25078,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,0.357,8.030
2014,25078,040120000,SCHOOL DISTRICT  30,3.272,8.030
2014,25078,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,2.367,8.030
2014,25078,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,0.258,8.030
2014,25078,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,8.030
2014,25078,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,0.011,8.030
2014,25079,010010000,COUNTY OF COOK,0.568,8.265
2014,25079,010010001,CONSOLIDATED ELECTIONS,0.000,8.265
2014,25079,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,8.265
2014,25079,020160000,TOWN   NORTHFIELD,0.032,8.265
2014,25079,020160002,GENERAL ASSISTANCE   NORTHFIELD,0.007,8.265
